"Relative Time (Process)","phase2_upper_half - system/gpu.0.powerPercent","phase2_upper_half - system/gpu.0.powerPercent__MIN","phase2_upper_half - system/gpu.0.powerPercent__MAX","phase1_top3 - system/gpu.0.powerPercent","phase1_top3 - system/gpu.0.powerPercent__MIN","phase1_top3 - system/gpu.0.powerPercent__MAX"
"3570.666297135","3.3849122807017546","3.3849122807017546","3.3849122807017546","","",""
"3570.931256402","","","","46.758947368421055","46.758947368421055","46.758947368421055"
"3585.667159483","3.4354385964912284","3.4354385964912284","3.4354385964912284","","",""
"3585.931866998","","","","47.99964912280702","47.99964912280702","47.99964912280702"
"3600.66685826","3.4164912280701754","3.4164912280701754","3.4164912280701754","","",""
"3600.932235079","","","","47.15473684210526","47.15473684210526","47.15473684210526"
"3615.667051022","3.3775438596491227","3.3775438596491227","3.3775438596491227","","",""
"3615.932166061","","","","49.60982456140351","49.60982456140351","49.60982456140351"
"3630.666634625","3.343508771929825","3.343508771929825","3.343508771929825","","",""
"3630.931667799","","","","44.7140350877193","44.7140350877193","44.7140350877193"
"3645.667542514","3.3898245614035085","3.3898245614035085","3.3898245614035085","","",""
"3645.930977689","","","","44.85228070175438","44.85228070175438","44.85228070175438"
"3660.666579431","3.339649122807018","3.339649122807018","3.339649122807018","","",""
"3660.931269496","","","","47.38315789473685","47.38315789473685","47.38315789473685"
"3675.666802838","3.357543859649123","3.357543859649123","3.357543859649123","","",""
"3675.931931297","","","","47.459999999999994","47.459999999999994","47.459999999999994"
"3690.666438803","3.3656140350877197","3.3656140350877197","3.3656140350877197","","",""
"3690.932139368","","","","47.43157894736842","47.43157894736842","47.43157894736842"
"3705.665542243","3.439298245614035","3.439298245614035","3.439298245614035","","",""
"3705.931942819","","","","47.88842105263158","47.88842105263158","47.88842105263158"
"3720.666172261","3.339649122807018","3.339649122807018","3.339649122807018","","",""
"3720.931846981","","","","49.43684210526316","49.43684210526316","49.43684210526316"
"3735.665480534","3.362456140350877","3.362456140350877","3.362456140350877","","",""
"3735.932032403","","","","63.53929824561403","63.53929824561403","63.53929824561403"
"3750.667233973","3.3582456140350874","3.3582456140350874","3.3582456140350874","","",""
"3750.93149373","","","","64.65228070175438","64.65228070175438","64.65228070175438"
"3765.666298512","3.472631578947369","3.472631578947369","3.472631578947369","","",""
"3765.931520969","","","","50.26982456140351","50.26982456140351","50.26982456140351"
"3780.666800056","3.4119298245614034","3.4119298245614034","3.4119298245614034","","",""
